UF;Protocolo;Descrição;Projeto;Ação;Início do Atendimento;Fim do Atendimento;Instrumento
SC;SC0082893;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:22;08/06/2020 07:24;Orientação Técnica Presencial
SC;SC0082895;ATENDIMENTO PROGRAMA JURO ZERO - ME;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:25;08/06/2020 08:09;Orientação Técnica Presencial
SC;SC0082896;"• Plantão Fiscal
    • Informações gerais para contador - vinculação cliente";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:27;08/06/2020 07:28;Informação Presencial
SC;SC0082897;"• Plantão Fiscal
    • Informações gerais para contador - verificação de débitos";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:29;08/06/2020 07:30;Orientação Técnica Presencial
SC;SC0082898;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DO PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:33;08/06/2020 07:35;Orientação Técnica Presencial
SC;SC0082900;"• Plantão Fiscal
    • Informações gerais para contador";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:35;08/06/2020 07:36;Orientação Técnica Presencial
SC;SC0082901;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:35;08/06/2020 07:48;Orientação Técnica Presencial
SC;SC0082902;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS ATULIZADA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:35;08/06/2020 08:32;Orientação Técnica Presencial
SC;SC0082903;"• Plantão Fiscal
    • Informações gerais para contador - cancelamento notas de clientes";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:37;08/06/2020 07:38;Informação Presencial
SC;SC0082904;"• Plantão Fiscal – Cancelamento de NFS-e
Realizado o cancelamento de NFS-e conforme solicitado pela contribuinte.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:38;08/06/2020 07:38;Informação Presencial
SC;SC0082905;"• Plantão Fiscal – Cancelamento de NFS-e
Realizado o cancelamento de NFS-e conforme solicitado pela contribuinte.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:39;08/06/2020 07:41;Informação Presencial
SC;SC0082906;"• Plantão Fiscal – Cancelamento de NFS-e
Realizado o cancelamento de NFS-e conforme solicitado pela contribuinte.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:41;08/06/2020 07:42;Informação Presencial
SC;SC0082907;"• Plantão Fiscal – Baixa de Cadastro - autonoma
Realizada a baixa da inscrição municipal, conforme pedido realizado e documentação apresentada.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:42;08/06/2020 07:43;Informação Presencial
SC;SC0082908;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA FISCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:49;08/06/2020 07:51;Orientação Técnica Presencial
SC;SC0082909;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:51;08/06/2020 07:53;Orientação Técnica Presencial
SC;SC0082910;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:53;08/06/2020 07:55;Orientação Técnica Presencial
SC;SC0082911;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA CRIAR USUÁRIO NO BETHA E EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 07:55;08/06/2020 08:12;Orientação Técnica Presencial
SC;SC0082920;ATENDIMENTO PROGRAMA JURO ZERO - ME;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:19;08/06/2020 08:24;Informação Presencial
SC;SC0082921;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:22;08/06/2020 08:24;Informação Presencial
SC;SC0082933;Cliente solicitou formalização de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:36;08/06/2020 08:53;Orientação Técnica Presencial
SC;SC0082937;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR CADASTRO NO BETHA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:37;08/06/2020 08:39;Orientação Técnica Presencial
SC;SC0082940;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:37;08/06/2020 08:41;Informação Presencial
SC;SC0082943;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS E PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:39;08/06/2020 08:43;Orientação Técnica Presencial
SC;SC0082944;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:42;08/06/2020 08:48;Informação Presencial
SC;SC0082951;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA CADASTRO NO BETHA E EMISSAO DE PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:49;08/06/2020 08:57;Orientação Técnica Presencial
SC;SC0082953;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:50;08/06/2020 08:58;Informação Presencial
SC;SC0082956;Cliente solicitou formalização de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:53;08/06/2020 09:07;Orientação Técnica Presencial
SC;SC0082965;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 08:58;08/06/2020 09:11;Informação Presencial
SC;SC0082968;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO E EMISSAO DE PARCELA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:02;08/06/2020 09:04;Orientação Técnica Presencial
SC;SC0082970;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR A DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:04;08/06/2020 09:06;Orientação Técnica Presencial
SC;SC0082971;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS ATUALIZADA;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:04;08/06/2020 09:14;Orientação Técnica Presencial
SC;SC0082973;Cliente solicitou formalização de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:07;08/06/2020 09:13;Orientação Técnica Presencial
SC;SC0082979;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA VERIFICAR O AUXILIO EMERGENCIAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:11;08/06/2020 09:52;Orientação Técnica Presencial
SC;SC0082982;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:12;08/06/2020 09:16;Informação Presencial
SC;SC0082983;"• Emissão de guias no Portal do EI
Realizada a impressão da guia do DAS no Portal do Empreendedor";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:13;08/06/2020 09:14;Informação Presencial
SC;SC0082987;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:15;08/06/2020 09:22;Informação Presencial
SC;SC0082990;ATENDIMENTO DO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:16;08/06/2020 09:19;Informação Presencial
SC;SC0082999;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:23;08/06/2020 09:24;Informação Presencial
SC;SC0083018;"• Plantão Fiscal - Inclusão de Cadastro
Realizada inclusão do cadastro junto ao município conforme documentação apresentada";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:40;08/06/2020 10:24;Informação Presencial
SC;SC0083029;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA E IMPRIMIR RELATÓRIO DE NOTAS DE 2019-2020;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:48;08/06/2020 09:49;Orientação Técnica Presencial
SC;SC0083030;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:48;08/06/2020 09:49;Informação Presencial
SC;SC0083032;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:49;08/06/2020 09:51;Informação Presencial
SC;SC0083034;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:50;08/06/2020 09:58;Orientação Técnica Presencial
SC;SC0083035;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS ATRASADAS E FAZER AS DECLARAÇÕES FORA DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:52;08/06/2020 09:54;Orientação Técnica Presencial
SC;SC0083039;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:54;08/06/2020 09:59;Informação Presencial
SC;SC0083044;CLIENTE BUSCOU A SALA DO EMPREENDEDOR  PARA IMPRIMIR AS CERTIDOES;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:54;08/06/2020 09:56;Orientação Técnica Presencial
SC;SC0083047;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA FISCAL DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:57;08/06/2020 09:58;Orientação Técnica Presencial
SC;SC0083049;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:58;08/06/2020 10:07;Orientação Técnica Presencial
SC;SC0083051;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 09:59;08/06/2020 09:59;Informação Presencial
SC;SC0083055;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:00;08/06/2020 10:01;Informação Presencial
SC;SC0083056;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:01;08/06/2020 10:02;Informação Presencial
SC;SC0083059;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:02;08/06/2020 10:03;Informação Presencial
SC;SC0083061;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:03;08/06/2020 10:04;Informação Presencial
SC;SC0083064;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:04;08/06/2020 10:05;Informação Presencial
SC;SC0083069;"• Plantão Fiscal
      Atendimento programa Indaial Juro Zero - MEI";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:05;08/06/2020 10:07;Informação Presencial
SC;SC0083086;Informações sobre formalização.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:22;08/06/2020 10:24;Informação Presencial
SC;SC0083102;Baixa do MEI junto a prefeitura de Nova Trento, alteração do endereço do MEI no portal do empreendedor. Impressão de guias de alvarás 2020.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:28;08/06/2020 11:42;Consultoria Presencial
SC;SC0083107;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:33;08/06/2020 10:42;Informação Presencial
SC;SC0083108;Cliente solicitou envio da DASN e guias DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:34;08/06/2020 10:38;Orientação Técnica Presencial
SC;SC0083110;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR DECLARAÇÃO ANUAL DENTRO DO PRAZO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:36;08/06/2020 10:40;Orientação Técnica Presencial
SC;SC0083118;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:42;08/06/2020 10:51;Informação Presencial
SC;SC0083120;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA PARCELAR SUA DIVIDA, FAZER DECLARAÇÃO  ANUAL E NOTA DE PRODUTOS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:45;08/06/2020 11:08;Orientação Técnica Presencial
SC;SC0083128;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:51;08/06/2020 10:57;Informação Presencial
SC;SC0083139;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 10:58;08/06/2020 11:01;Informação Presencial
SC;SC0083143;"• Preenchimento do pedido de Viabilidade - Abertura
Além de serem prestados os esclarecimentos sobre os limites/exigências para abertura e as vantagens que possuem os MEI,  foi realizada o protocolo de viabilidade de abertura no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:00;08/06/2020 11:04;Informação Presencial
SC;SC0083145;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:01;08/06/2020 11:03;Informação Presencial
SC;SC0083149;Cliente solicitou informações sobre MEI.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:02;08/06/2020 11:04;Orientação Técnica Presencial
SC;SC0083153;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:03;08/06/2020 11:05;Informação Presencial
SC;SC0083155;Cliente solicitou encaminhamento de viabilidade de negócios.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:05;08/06/2020 11:07;Orientação Técnica Presencial
SC;SC0083156;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:05;08/06/2020 11:32;Informação Presencial
SC;SC0083157;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:06;08/06/2020 11:09;Informação Presencial
SC;SC0083159;ATENDIMENTO PROGRAMA JURO ZERO - ME;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:07;08/06/2020 11:08;Informação Presencial
SC;SC0083160;Cliente Solicitou Formalização de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:07;08/06/2020 11:10;Orientação Técnica Presencial
SC;SC0083164;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA FAZER NOTA FISCAL DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:09;08/06/2020 11:10;Orientação Técnica Presencial
SC;SC0083168;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:10;08/06/2020 11:11;Informação Presencial
SC;SC0083171;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:12;08/06/2020 11:13;Informação Presencial
SC;SC0083175;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:13;08/06/2020 11:15;Informação Presencial
SC;SC0083177;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:15;08/06/2020 11:17;Informação Presencial
SC;SC0083178;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:17;08/06/2020 11:19;Informação Presencial
SC;SC0083186;"CONSULTA DE VIABILIDADE
CARTÃO CNPJ
GUIA DAS";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:20;08/06/2020 11:21;Informação Presencial
SC;SC0083190;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:22;08/06/2020 11:23;Informação Presencial
SC;SC0083194;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:24;08/06/2020 11:26;Informação Presencial
SC;SC0083196;Cliente solicitou informações fiscais de sua empresa.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:25;08/06/2020 11:29;Orientação Técnica Presencial
SC;SC0083197;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:27;08/06/2020 11:32;Informação Presencial
SC;SC0083198;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA  FAZER DECLARAÇÃO ANUAL E NOVAMENTE PARCELAMENTO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:27;08/06/2020 11:32;Orientação Técnica Presencial
SC;SC0083207;"• Preenchimento da FAC e impressão de documentos para cadastro 
Foram impressos para o contribuinte o CNPJ, CCMEI, DAS, bem como foi preenchida a FAC municipal, sendo realizado o cadastro junto ao município, bem como a impressão do Alvará de Funcionamento. Além da entrega do alvará contribuinte foi informado sobre a necessidade de realizar a declaração anual até maio do ano corrente, da necessidade de emissão de guias no portal do EI (DAS) e que deveria retornar anualmente, no início do ano, na Prefeitura para verificar se a lei de isenção das taxas para EI continua em vigor.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:31;08/06/2020 11:33;Informação Presencial
SC;SC0083208;Consulta se o cliente possui CNPJ como MEI, informações sobre viabilidade e certificação.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:32;08/06/2020 11:43;Informação Presencial
SC;SC0083209;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:33;08/06/2020 11:35;Orientação Técnica Presencial
SC;SC0083211;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:34;08/06/2020 11:40;Informação Presencial
SC;SC0083212;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:36;08/06/2020 11:47;Orientação Técnica Presencial
SC;SC0083214;CLIENTE PROCUROU A SALA DO EMPREENDEDOR PARA SAIR DA INFORMALIDADE ABRINDO O SEU PROPRIO NEGOCIO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:40;08/06/2020 11:55;Orientação Técnica Presencial
SC;SC0083215;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:40;08/06/2020 11:45;Informação Presencial
SC;SC0083227;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR GUIA DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:47;08/06/2020 12:34;Orientação Técnica Presencial
SC;SC0083236;Alteração de endereço no MEI, emissão de viabilidade e cartão CNPJ.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:58;08/06/2020 12:00;Orientação Técnica Presencial
SC;SC0083237;"• Preenchimento do pedido de Viabilidade - Alteração
Foi realizada o protocolo de viabilidade de alteração no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 11:59;08/06/2020 12:12;Informação Presencial
SC;SC0083240;ATENDIMENTO PROGRAMA JURO ZERO - MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:00;08/06/2020 12:12;Informação Presencial
SC;SC0083243;Auxilio na Emissão de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:10;08/06/2020 12:11;Orientação Técnica Presencial
SC;SC0083245;"• Preenchimento do pedido de Viabilidade - Alteração
Foi realizada o protocolo de viabilidade de alteração no sistema REGIN, sendo solicitado ao contribuinte que contato a Sala do Empreendedor em uma semana para verificar seu resultado.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:12;08/06/2020 12:14;Informação Presencial
SC;SC0083247;"• Preenchimento da FAC e impressão de documentos para cadastro 
Foram impressos para o contribuinte o CNPJ, CCMEI, DAS, bem como foi preenchida a FAC municipal, sendo realizado o cadastro junto ao município, bem como a impressão do Alvará de Funcionamento. Além da entrega do alvará contribuinte foi informado sobre a necessidade de realizar a declaração anual até maio do ano corrente, da necessidade de emissão de guias no portal do EI (DAS) e que deveria retornar anualmente, no início do ano, na Prefeitura para verificar se a lei de isenção das taxas para EI continua em vigor.";SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:14;08/06/2020 12:48;Informação Presencial
SC;SC0083253;Protocolo de alvará;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:24;08/06/2020 12:25;Orientação Técnica Presencial
SC;SC0083260;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:34;08/06/2020 12:47;Orientação Técnica Presencial
SC;SC0083262;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA SAIR DA INFORMALIDADE ABRINDO UM MEI;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:37;08/06/2020 12:38;Orientação Técnica Presencial
SC;SC0083269;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA SAIR DA INFORMALIDADE;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:44;08/06/2020 12:46;Orientação Técnica Presencial
SC;SC0083272;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA EMITIR NOTA DE SERVIÇO;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:47;08/06/2020 12:49;Orientação Técnica Presencial
SC;SC0083275;CLIENTE BUSCOU A SALA DO EMPREENDEDOR PARA REALIZAR EMISSÃO DE NOTA FISCAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:49;08/06/2020 12:53;Orientação Técnica Presencial
SC;SC0083278;BUSCOU A SALA DO EMPREENDEDOR PARA  FAZER DECLARAÇÃO ANUAL;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:51;08/06/2020 12:55;Orientação Técnica Presencial
SC;SC0083281;BUSCOU A SALA DO EMPREENDEDOR PARA IMPRIMIR AS GUIAS DAS ATUALIZADAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 12:55;08/06/2020 13:01;Orientação Técnica Presencial
SC;SC0083307;Baixa em CNPJ MEI, lançamento do relatório anual, emissão do boleto DAS.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:24;08/06/2020 13:40;Orientação Técnica a Distância
SC;SC0083308;Contribuinte buscou a sala do empreendedor e solicitou que fosse consolidado o período de 05/2020 junto ao portal do MEU ISS municipal.;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:24;08/06/2020 13:35;Orientação Técnica Presencial
SC;SC0083311;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:27;08/06/2020 13:28;Orientação Técnica Presencial
SC;SC0083313;Viabilidade Refeita;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:28;08/06/2020 13:29;Orientação Técnica Presencial
SC;SC0083328;Cliente solicitou envio da DASN e guias DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:40;08/06/2020 13:43;Orientação Técnica Presencial
SC;SC0083331;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:41;08/06/2020 13:41;Orientação Técnica Presencial
SC;SC0083333;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 13:42;08/06/2020 13:43;Orientação Técnica Presencial
SC;SC0083370;at;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:10;08/06/2020 14:12;Orientação Técnica Presencial
SC;SC0083374;DECLARAÇÃO ANUAL E EMISSÃO DE GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:11;08/06/2020 14:13;Informação Presencial
SC;SC0083411;GUIAS DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:32;08/06/2020 14:35;Informação Presencial
SC;SC0083430;Declaração Anual;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:40;08/06/2020 14:40;Orientação Técnica Presencial
SC;SC0083435;Retirada de Documentos;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:44;08/06/2020 14:45;Orientação Técnica Presencial
SC;SC0083438;Cliente solicitou guias DAS;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:46;08/06/2020 14:49;Orientação Técnica Presencial
SC;SC0083439;Auxílio no Requerimento de Nota Fiscal;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:47;08/06/2020 14:48;Orientação Técnica Presencial
SC;SC0083440;Retirada de Documentos;SC - Atendimento Territorial - Estadual;Sala do Empreendedor;08/06/2020 14:48;08/06/2020 14:49;Orientação Técnica Presencial
